gene_symbol,melanoma_post_delta,nsclc_post_delta,pred_direct_melanoma_delta,pred_manual_features,pred_geneformer_static_pca32,pred_scgpt_static_pca32,pred_geneformer_random_pca32,pred_scgpt_random_pca32,pred_manual_plus_geneformer_pca32,pred_manual_plus_scgpt_pca32,mean_tpm,fraction_positive_g120,baseline_responder_vs_nonresponder_log2_delta,post_responder_vs_nonresponder_log2_delta,n_cells_g120,n_patient_states,n_baseline_responder_states,n_baseline_nonresponder_states,mean_raw_count_per_cell,fraction_positive_g115,post_vs_naive_sample_logcpm_delta,cell_type_specificity_max_fraction,dominant_cell_type,n_cells_g115,n_samples,n_post_samples,n_naive_samples,nsclc_post_responder_vs_nonresponder_log2cpm_delta,nsclc_post_mean_log2cpm,nsclc_post_lesion_fraction_positive,nsclc_n_responder_lesions,nsclc_n_nonresponder_lesions,response_direction_concordant,response_transfer_score
PLK1,-0.2327153250227698,-1.1652098996652183,-0.2327153250227698,-0.054930955,-0.19240643,-0.24544877,-0.08057473,-0.07900446,-0.17143068,-0.22897395,0.2878988403073478,0.0399607145049413,-0.2758054459946717,-0.2327153250227698,16291,48,9,10,19.563456721402726,0.0722237684386306,0.0805244883989702,0.264391794765511,Mal,7186,33,17,16,-1.1652098996652183,2.9372381002824217,1.0,8,5,True,0.5207323693802223
CD163,-0.6036473243834746,-0.44559428398870715,-0.6036473243834746,-0.064946696,-0.1729733,-0.31366235,-0.08464865,-0.086559355,-0.13411865,-0.2795155,0.5061174882502123,0.064759683260696,-0.5606627878756796,-0.6036473243834746,16291,48,9,10,38.83398274422488,0.061369329251322,-0.7947109980788682,0.948634900187469,Macrophage,7186,33,17,16,-0.44559428398870715,0.7057780394113704,1.0,8,5,True,0.5186345508065898
FANCI,-0.3173099819494971,-0.8464642572421326,-0.3173099819494971,-0.074626,-0.14933737,-0.12792721,-0.08794789,-0.081856556,-0.13925178,-0.1201934,0.5813590328472474,0.1014670677060953,-0.2610637797271208,-0.3173099819494971,16291,48,9,10,15.933342610631785,0.1448650153075424,0.1851078194961397,0.2700169043656967,Mal,7186,33,17,16,-0.8464642572421326,3.477216453092723,1.0,8,5,True,0.5182581964488314
CD276,-0.3286542793304328,-0.8134704601160457,-0.3286542793304328,-0.09314586,-0.091589324,-0.20874746,-0.08146083,-0.087107845,-0.07871363,-0.20015499,0.187802467847586,0.030139340740286,-0.0944924696872027,-0.3286542793304328,16291,48,9,10,18.025744503200663,0.1885610910102978,-0.8627485850697818,0.3239224689660168,CAF,7186,33,17,16,-0.8134704601160457,1.3101584009395983,0.9230769230769231,8,5,True,0.5170595205834958
B3GNT5,-0.2302230914625157,-1.1598779467037086,-0.2302230914625157,-0.07332582,-0.11901854,-0.15266073,-0.079159185,-0.07640702,-0.10559772,-0.13207448,0.304434350010923,0.0524829660548769,-0.1635250937628396,-0.2302230914625157,16291,48,9,10,2.906623991093793,0.0630392429724464,-0.4015204729041535,0.3572071084607146,Endo.,7186,33,17,16,-1.1598779467037086,3.1689378715003818,1.0,8,5,True,0.5167501200864135
CCR8,-0.2458536969327528,-1.083993641205537,-0.2458536969327528,-0.046855718,-0.023299806,-0.04247917,-0.0778145,-0.081466526,-0.016901225,-0.03671142,0.3013179052103642,0.0381805905100975,0.0733546253069624,-0.2458536969327528,16291,48,9,10,4.134288895073754,0.0333982744224881,-0.1633905243135762,0.6743295287260119,T.CD4,7186,33,17,16,-1.083993641205537,4.332746089561318,1.0,8,5,True,0.5162401031903443
TXN,-0.6183124891230867,-0.42940132515400276,-0.6183124891230867,-0.17580208,-0.24622275,-0.28630257,-0.07989374,-0.08228885,-0.25056526,-0.29802525,2.3428285574724232,0.3236756491314222,-0.5866203894806747,-0.6183124891230867,16291,48,9,10,43.14208182577234,0.505288060116894,-0.0351741950183361,0.2164698821888551,Macrophage,7186,33,17,16,-0.42940132515400276,7.993908924111586,1.0,8,5,True,0.5152709987848368
SELPLG,-0.4954075083331124,-0.5351112892726757,-0.4954075083331124,-0.20623052,-0.19730175,-0.27579892,-0.08395187,-0.0798568,-0.20586397,-0.30093822,4.081853785442608,0.5121232582407464,-0.1875320820201285,-0.4954075083331124,16291,48,9,10,120.29042582799887,0.3587531310882271,0.0876525710066173,0.2067638623237724,Macrophage,7186,33,17,16,-0.5351112892726757,7.369559765891347,1.0,8,5,True,0.5148768304162614
DTL,-0.2437881117179029,-1.085011622560761,-0.2437881117179029,-0.060609814,-0.15503767,-0.09084501,-0.091034554,-0.08245422,-0.13991147,-0.07716414,0.2943637588905019,0.0543858572217789,-0.2854591688523024,-0.2437881117179029,16291,48,9,10,10.683273030893403,0.0754244364041191,0.0026185472655524,0.3251714333252175,Mal,7186,33,17,16,-1.085011622560761,2.599726684199038,1.0,8,5,True,0.5143082097887082
TNFAIP2,-0.4556449260036828,-0.5788006753866408,-0.4556449260036828,-0.053010684,-0.12862842,-0.12434894,-0.087853216,-0.08612592,-0.118023515,-0.10096245,0.5224295619530585,0.0747038241974096,-0.5202902139764555,-0.4556449260036828,16291,48,9,10,14.506957973838018,0.1463957695519064,0.1714187466504948,0.6835980269118569,Macrophage,7186,33,17,16,-0.5788006753866408,1.2080396803865718,1.0,8,5,True,0.5135441469897477
SERPINB1,-0.683489363872168,-0.38547525236696245,-0.683489363872168,-0.19275157,-0.24276435,-0.2704003,-0.08202494,-0.087657906,-0.26126942,-0.28459343,2.662876435827465,0.3560247989687558,-0.4910947431200085,-0.683489363872168,16291,48,9,10,66.68341219037016,0.7317005288060117,0.1698193675582198,0.2493379810406197,Macrophage,7186,33,17,16,-0.38547525236696245,7.131543986671992,1.0,8,5,True,0.5132915692165211
PLOD1,-0.326544442677911,-0.8040222405453696,-0.326544442677911,-0.089383006,-0.16805859,-0.23747012,-0.086117834,-0.078273706,-0.1519053,-0.23522219,0.4690497824774139,0.0751335092996132,-0.2701823266423038,-0.326544442677911,16291,48,9,10,45.77066518229891,0.2752574450320066,-0.3744661024861129,0.4025631205701096,CAF,7186,33,17,16,-0.8040222405453696,2.82596601073768,1.0,8,5,True,0.5123953497442507
FCN1,-0.5258560775167889,-0.49505122621744907,-0.5258560775167889,-0.028485239,-0.16613391,-0.20856072,-0.08827238,-0.08762383,-0.122478515,-0.17983708,0.5298336505758178,0.0607697501688048,-0.5059604985508847,-0.5258560775167889,16291,48,9,10,29.694127470080712,0.0378513776788199,0.1530438330700687,0.9754688313788132,Macrophage,7186,33,17,16,-0.49505122621744907,0.3844839267382651,0.7692307692307693,8,5,True,0.5102212225972027
RAB31,-0.4338040257198287,-0.5993648860437242,-0.4338040257198287,-0.07623076,-0.17415498,-0.2856118,-0.08173195,-0.08359658,-0.15568082,-0.26851156,0.5470284203378529,0.0869191578171996,-0.3799732573947373,-0.4338040257198287,16291,48,9,10,16.56484831617033,0.126913442805455,-0.1899752752435515,0.4405429417750985,Macrophage,7186,33,17,16,-0.5993648860437242,2.317260007241351,1.0,8,5,True,0.5099087177533582
KIF23,-0.2844530508531308,-0.9130934755354327,-0.2844530508531308,-0.04923048,-0.12644064,-0.10691384,-0.07741682,-0.09370187,-0.11426182,-0.09555714,0.3132195692296977,0.0464059910379964,-0.3294622181420856,-0.2844530508531308,16291,48,9,10,11.721402727525744,0.0890620651266351,0.295261548858567,0.3242581505468234,Mal,7186,33,17,16,-0.9130934755354327,3.1580281691949135,1.0,8,5,True,0.5096393085606156
IER3,-0.3468860775770247,-0.7484781145610304,-0.3468860775770247,-0.09680329,-0.15962566,-0.07528973,-0.07880934,-0.08269897,-0.15725195,-0.05932727,0.686755262545317,0.0931189000061383,-0.6220021577388333,-0.3468860775770247,16291,48,9,10,21.39757862510437,0.2289173392708043,-0.4124820114085357,0.3687446957238655,Macrophage,7186,33,17,16,-0.7484781145610304,4.760221937966287,1.0,8,5,True,0.5095455203535036
CTNNA1,-0.4596662528939799,-0.5617897353543579,-0.4596662528939799,-0.12279064,-0.19665702,-0.21996589,-0.078724146,-0.08532814,-0.19142419,-0.20880774,1.0973083305374254,0.1628506537351912,-0.4595097936947322,-0.4596662528939799,16291,48,9,10,78.56582243250766,0.3935430002783189,-0.252295206068629,0.2198891428029904,Endo.,7186,33,17,16,-0.5617897353543579,4.911792491927768,1.0,8,5,True,0.5081690491998094
DST,-0.1437469399725753,-1.7961270658115658,-0.1437469399725753,-0.09191498,-0.14263105,-0.028730199,-0.09683433,-0.08165383,-0.124825045,-0.019605823,0.2045485240698673,0.049966239027684,-0.0376199855875717,-0.1437469399725753,16291,48,9,10,14.811995546896744,0.2446423601447258,-0.6540140759088158,0.4334825830535339,CAF,7186,33,17,16,-1.7961270658115658,1.916229459177136,1.0,8,5,True,0.5081218057831537
F13A1,-0.4095887777715703,-0.6283723155855065,-0.4095887777715703,-0.046901956,-0.14958641,-0.16006106,-0.076112285,-0.08526517,-0.1242783,-0.13946237,0.3148173840655769,0.0466515253821128,-0.2739069997535799,-0.4095887777715703,16291,48,9,10,28.94238797662121,0.0427219593654327,-0.3489525962637061,0.8500523243274712,Macrophage,7186,33,17,16,-0.6283723155855065,0.8905459187726574,0.9230769230769231,8,5,True,0.5073206567114719
HPRT1,-0.4748160121006087,-0.5414515740153085,-0.4748160121006087,-0.11272698,-0.19131058,-0.26909184,-0.08533584,-0.08223521,-0.18032996,-0.27573466,1.3803965378847434,0.1764778098336505,-0.303514457223354,-0.4748160121006087,16291,48,9,10,25.88296688004453,0.2616198163094906,0.0589784481189643,0.2048104603044078,Macrophage,7186,33,17,16,-0.5414515740153085,6.064424526298735,1.0,8,5,True,0.5070403111386178
PRSS23,-0.2002536278348448,-1.2759576027406863,-0.2002536278348448,-0.062494688,-0.14174658,-0.15631543,-0.083875455,-0.08538026,-0.12436589,-0.14373705,0.2340991957767491,0.0344975753483518,-0.2705203140136488,-0.2002536278348448,16291,48,9,10,34.58753131088227,0.1756192596715836,-0.4292669646976179,0.6878085039569007,CAF,7186,33,17,16,-1.2759576027406863,3.402068982824471,1.0,8,5,True,0.5054850531047126
UPP1,-0.5414497693649217,-0.4715731738077471,-0.5414497693649217,-0.13743255,-0.15448703,-0.22543262,-0.095455855,-0.09068836,-0.1532125,-0.22597694,1.5832821805205957,0.2058191639555582,-0.3110377241731146,-0.5414497693649217,16291,48,9,10,23.14416921792374,0.2682994711939883,-0.406818539992368,0.2384587103947844,Macrophage,7186,33,17,16,-0.4715731738077471,6.194569870682539,1.0,8,5,True,0.5053050427186422
SPPL2A,-0.4755846364914249,-0.5359932875575613,-0.4755846364914249,-0.13301283,-0.15021132,-0.20356861,-0.08652614,-0.08172283,-0.1335464,-0.19561565,1.6418924560428183,0.2188938677797557,-0.304678438943371,-0.4755846364914249,16291,48,9,10,30.76148065683273,0.276927358753131,-0.2254040245267505,0.2751685395098326,Macrophage,7186,33,17,16,-0.5359932875575613,6.2303377388634935,1.0,8,5,True,0.5048862969272454
FCGR3B,-0.2794657889588448,-0.9105480488248614,-0.2794657889588448,-0.057506397,-0.11723492,-0.03591786,-0.08571078,-0.092718825,-0.10350457,-0.03728241,0.3769676514030725,0.0809649499723773,-0.5623698511685749,-0.2794657889588448,16291,48,9,10,2.0887837461731142,0.0585861397161146,0.1388590589854896,0.4658242793293818,Macrophage,7186,33,17,16,-0.9105480488248614,1.155124336985198,0.9230769230769231,8,5,True,0.5044472508100095
ME1,-0.195964317078128,-1.2972261774737301,-0.195964317078128,-0.051706053,-0.06029976,-0.10258544,-0.08388937,-0.09140251,-0.04801922,-0.08171253,0.1022791725357961,0.0176784727763795,-0.0213856762794589,-0.195964317078128,16291,48,9,10,6.77275257445032,0.0541330364597829,-0.5602874326212928,0.79668676948355,Macrophage,7186,33,17,16,-1.2972261774737301,1.6674951070895168,1.0,8,5,True,0.5041924652000563
HJURP,-0.2561314033890213,-0.9906343402615305,-0.2561314033890213,-0.089997396,-0.13922854,-0.10337594,-0.08666148,-0.07901748,-0.14974836,-0.10662165,0.2247357438954996,0.035909397827021,-0.2560474693145553,-0.2561314033890213,16291,48,9,10,9.919844141386028,0.5279710548288339,0.1906352204121355,0.2233838409119082,CAF,7186,33,17,16,-0.9906343402615305,2.418209419806229,1.0,8,5,True,0.5037187348278234
FPR1,-0.4695611512099226,-0.5402885172982327,-0.4695611512099226,-0.047146298,-0.18762517,-0.35566342,-0.08385338,-0.08381668,-0.1497134,-0.321941,0.4653145901410153,0.064759683260696,-0.5266922037629186,-0.4695611512099226,16291,48,9,10,13.22738658502644,0.0513498469245755,-0.1859130753805193,0.9034102387133776,Macrophage,7186,33,17,16,-0.5402885172982327,0.6553797567324249,0.8461538461538461,8,5,True,0.503684919536073
ETV5,-0.2043567953175991,-1.2363796409129788,-0.2043567953175991,-0.104303494,-0.12457502,-0.13629323,-0.08386245,-0.087492555,-0.11888868,-0.13225824,0.1838260388573364,0.0376281382358357,-0.1041926733786994,-0.2043567953175991,16291,48,9,10,30.146256610075145,0.2805455051489006,-1.0021686940861394,0.3726781998419963,CAF,7186,33,17,16,-1.2363796409129788,1.6382304255047582,1.0,8,5,True,0.50265552937663
SPAG5,-0.2649006382250309,-0.953722200065565,-0.2649006382250309,-0.04473503,-0.09320002,-0.13575184,-0.09474997,-0.07988162,-0.08373623,-0.1236518,0.4057289306834714,0.0597876127923393,-0.2929026901694516,-0.2649006382250309,16291,48,9,10,10.096854995825217,0.0769551906484831,0.4694471770889596,0.3611474564882576,Mal,7186,33,17,16,-0.953722200065565,2.4312047605119655,1.0,8,5,True,0.5026346779588022
KIF11,-0.3374015959331339,-0.745743555261178,-0.3374015959331339,-0.08694883,-0.10341185,-0.09431843,-0.078789614,-0.07915773,-0.11513571,-0.09189531,0.3540513167735966,0.0680743969062672,-0.3901840501822897,-0.3374015959331339,16291,48,9,10,10.290564987475648,0.5093236849429447,0.4579372421716137,0.2458605303509324,CAF,7186,33,17,16,-0.745743555261178,3.007694849141524,1.0,8,5,True,0.5016124656564773
CENPE,-0.2638470536027619,-0.9490597355537136,-0.2638470536027619,-0.06681352,-0.15766373,-0.14929663,-0.08663775,-0.08069971,-0.14072037,-0.1289551,0.3352268122895325,0.0650666011908415,-0.2653123993030115,-0.2638470536027619,16291,48,9,10,6.350403562482605,0.0816866128583356,0.0297683635677636,0.2390615434573025,T.CD8,7186,33,17,16,-0.9490597355537136,3.8270917143140055,1.0,8,5,True,0.5004064497174908
BUB1B,-0.2907606561410364,-0.8610441661330874,-0.2907606561410364,-0.054032203,-0.10687451,-0.0801846,-0.0792366,-0.079583004,-0.09651139,-0.07070421,0.344968386937019,0.0530354183291387,-0.384329491496363,-0.2907606561410364,16291,48,9,10,9.638046200946285,0.069718897856944,0.1786300798213114,0.3207215805723739,Mal,7186,33,17,16,-0.8610441661330874,2.2627469781626885,1.0,8,5,True,0.5003576388057527
HAPLN3,-0.5210704051378043,-0.48045384529593527,-0.5210704051378043,-0.10679139,-0.15952384,-0.07296944,-0.08918904,-0.08793664,-0.16050366,-0.0924931,1.2192652385107217,0.1648763120741513,-0.2079293611709535,-0.5210704051378043,16291,48,9,10,25.085861397161143,0.2066518229891455,0.0088197471276885,0.1938870019984429,Endo.,7186,33,17,16,-0.48045384529593527,4.296484218329523,1.0,8,5,True,0.5003501572082985
ASPM,-0.1826536233008512,-1.3688834530760219,-0.1826536233008512,-0.058947235,-0.107544154,-0.09851928,-0.077120624,-0.090611346,-0.10112871,-0.078312546,0.2707230987889494,0.0576391872813209,-0.2990508670230944,-0.1826536233008512,16291,48,9,10,7.839409963818536,0.0839131644865015,0.2114036268278893,0.2172472797172356,T.CD8,7186,33,17,16,-1.3688834530760219,3.9831253961679205,1.0,8,5,True,0.5000315215873057
ASF1B,-0.4256472300595797,-0.5863735002636656,-0.4256472300595797,-0.05559826,-0.18963759,-0.223437,-0.083037525,-0.076851316,-0.1733432,-0.21893007,0.4468369041239386,0.0648210668467251,-0.402863134727583,-0.4256472300595797,16291,48,9,10,10.840105761202338,0.0822432507653771,0.3557696096669098,0.225493655561036,Mal,7186,33,17,16,-0.5863735002636656,3.6493468755015193,1.0,8,5,True,0.49958808649483377
PLTP,-0.4341308829414589,-0.5722363827074741,-0.4341308829414589,-0.09739681,-0.17162548,-0.25218886,-0.081801355,-0.083724774,-0.15760145,-0.24198827,0.3287532988206932,0.045546620833589,-0.2208596053270834,-0.4341308829414589,16291,48,9,10,64.70122460339549,0.2284998608405232,-1.1595105088937503,0.5505710236046448,Macrophage,7186,33,17,16,-0.5722363827074741,1.6899452525111907,1.0,8,5,True,0.49842299914432353
HPGDS,-0.2193318572106242,-1.1299911926829838,-0.2193318572106242,-0.06262929,-0.17494488,-0.21652685,-0.08408663,-0.08102899,-0.14588404,-0.19845071,0.1013995455038876,0.014793444233012,0.0052253163216164,-0.2193318572106242,16291,48,9,10,1.7304480935151685,0.009880322849986,-0.938566802299827,0.7635195883556612,Macrophage,7186,33,17,16,-1.1299911926829838,1.0275748149460666,0.9230769230769231,8,5,True,0.4978383943839679
ANLN,-0.2193315137233965,-1.1249653349184079,-0.2193315137233965,-0.06336038,-0.10929856,-0.11824585,-0.0844917,-0.08599342,-0.09828454,-0.118158795,0.2375906944333442,0.0387944263703885,-0.2708305924698494,-0.2193315137233965,16291,48,9,10,4.967158363484553,0.0687447815196214,-0.1132151765574274,0.2507550362516441,Endo.,7186,33,17,16,-1.1249653349184079,2.241805672916182,1.0,8,5,True,0.496729654635197
METRNL,-0.2854731489339986,-0.8623533309903788,-0.2854731489339986,-0.08452396,-0.14297925,-0.13236798,-0.088026576,-0.085814685,-0.13129884,-0.119583994,1.1544085698382105,0.1615002148425511,-0.5968935464819003,-0.2854731489339986,16291,48,9,10,3.0058446980239357,0.0794600612301697,0.1615628959628967,0.4100931960235822,Macrophage,7186,33,17,16,-0.8623533309903788,5.111727715896702,1.0,8,5,True,0.49616400604189964
VCL,-0.2191804955151833,-1.122245863338153,-0.2191804955151833,-0.072447054,-0.14098692,-0.13727565,-0.084216036,-0.08744575,-0.12859166,-0.1254555,0.5440470196215694,0.1030630409428518,-0.1230627579683877,-0.2191804955151833,16291,48,9,10,18.56596159198441,0.2095741720011132,0.238512508304264,0.4204575740223692,CAF,7186,33,17,16,-1.122245863338153,3.494584847902519,1.0,8,5,True,0.4959580671955251
CDCA8,-0.3060213146189406,-0.8026790419918832,-0.3060213146189406,-0.04292029,-0.1371555,-0.16542909,-0.07645701,-0.08272278,-0.12692958,-0.14330655,0.2819888279492314,0.0434595789085998,-0.3178433576557041,-0.3060213146189406,16291,48,9,10,13.300027831895353,0.0722237684386306,0.3856176133706359,0.3408257047852851,Mal,7186,33,17,16,-0.8026790419918832,3.2419419674033225,1.0,8,5,True,0.4956176910153914
CHP1,-0.4807965466213355,-0.5106282704222784,-0.4807965466213355,-0.23508495,-0.17417112,-0.18542898,-0.076205805,-0.09134871,-0.2063186,-0.22231722,3.293211591955553,0.4728991467681542,-0.4060795123110357,-0.4807965466213355,16291,48,9,10,209.79473977177847,0.9873364876148064,0.0188546762224692,0.2254576954307062,Mal,7186,33,17,16,-0.5106282704222784,4.072232097348131,1.0,8,5,True,0.4954879504349797
HK2,-0.2649108343306454,-0.9227527811296268,-0.2649108343306454,-0.09194501,-0.12055158,-0.13120069,-0.074879095,-0.084194146,-0.123341836,-0.13423148,0.3982824868404304,0.1003621631575716,-0.2107037261083254,-0.2649108343306454,16291,48,9,10,15.747425549679932,0.4482326746451433,0.0750801845813322,0.5573089399970722,Macrophage,7186,33,17,16,-0.9227527811296268,1.7014818697503067,1.0,8,5,True,0.4944160283910432
MT1X,-0.6135843202240745,-0.3967275626769533,-0.6135843202240745,-0.1165344,-0.23587574,-0.09520279,-0.08951591,-0.086628124,-0.22165388,-0.097418405,1.0618832480050562,0.1273095574243447,-0.2607595872422744,-0.6135843202240745,16291,48,9,10,8.245616476482049,0.236014472585583,-0.4926892192502192,0.2550009946654256,CAF,7186,33,17,16,-0.3967275626769533,7.7484464106064666,1.0,8,5,True,0.4933820141222137
GGH,-0.2894860042035806,-0.8381396252113813,-0.2894860042035806,-0.08913973,-0.18413237,-0.26063967,-0.08207131,-0.09325732,-0.15930927,-0.25590888,0.363846909530796,0.0521146645387023,-0.3270144158440745,-0.2894860042035806,16291,48,9,10,21.70526022822154,0.1579460061230169,-0.767181089840244,0.4341445459389122,Mal,7186,33,17,16,-0.8381396252113813,3.0440872258114813,1.0,8,5,True,0.49257455381609944
CYSTM1,-0.4343258103929027,-0.5584756424253658,-0.4343258103929027,-0.11912457,-0.22375259,-0.13489547,-0.0789694,-0.082244374,-0.21455222,-0.13733363,0.8383954332229161,0.1242403781228899,-0.3564528442061655,-0.4343258103929027,16291,48,9,10,29.4241580851656,0.2975229613136654,-0.5081286574391104,0.2177525057935818,Mal,7186,33,17,16,-0.5584756424253658,5.036445456822568,1.0,8,5,True,0.492504198947678
RNF130,-0.4872788286458858,-0.49759204325401507,-0.4872788286458858,-0.09212257,-0.20487247,-0.32949322,-0.08961556,-0.07389647,-0.17510612,-0.30234727,0.8158295992836169,0.1185930882082131,-0.3513593092153443,-0.4872788286458858,16291,48,9,10,35.51711661564153,0.2585583078207626,-0.3729323165652953,0.6700690092769658,Macrophage,7186,33,17,16,-0.49759204325401507,3.942132777206091,1.0,8,5,True,0.49240843613846563
STEAP3,-0.3469821330027653,-0.6975710363964105,-0.3469821330027653,-0.056785703,-0.16181478,-0.15887676,-0.07642443,-0.08190104,-0.13232525,-0.15571937,0.1609766126798592,0.0291572033638205,-0.0949015852437161,-0.3469821330027653,16291,48,9,10,3.089757862510437,0.0500974116337322,-0.2858162639470278,0.484269689520874,Macrophage,7186,33,17,16,-0.6975710363964105,0.5432516310717188,0.9230769230769231,8,5,True,0.4919803716915708
GTSE1,-0.2358982053665534,-1.0236952379917068,-0.2358982053665534,-0.07263223,-0.15127671,-0.16584983,-0.076572105,-0.08819888,-0.14666599,-0.15570097,0.2177951016553264,0.0426615922902215,-0.2355472199030137,-0.2358982053665534,16291,48,9,10,5.67060951850821,0.2781797940439744,0.175598496737602,0.2112364222605355,CAF,7186,33,17,16,-1.0236952379917068,2.8497749707588764,1.0,8,5,True,0.4914141527108579
TREM1,-0.6220946129206302,-0.3873073275520845,-0.6220946129206302,-0.061443556,-0.17059553,-0.29798824,-0.088312775,-0.084675856,-0.14169508,-0.2813396,0.4978386843835998,0.0611994352710085,-0.5402397133626209,-0.6220946129206302,16291,48,9,10,5.2351795157250205,0.0410520456443083,-0.4388188204329797,0.7425497207152116,Macrophage,7186,33,17,16,-0.3873073275520845,0.7906615157335343,0.7692307692307693,8,5,True,0.49085823005714974
LILRB4,-0.6761211312180555,-0.35562264946258315,-0.6761211312180555,-0.061365575,-0.173115,-0.3127589,-0.08665914,-0.07835588,-0.14349006,-0.2856082,0.6627776066604967,0.0920139954576146,-0.6513322953357218,-0.6761211312180555,16291,48,9,10,39.899526857779016,0.0720846089618703,-0.4364901492189328,0.929652824953115,Macrophage,7186,33,17,16,-0.35562264946258315,0.7047173371467329,1.0,8,5,True,0.490350882574309
LDHA,-0.3487132007379943,-0.684906965232642,-0.3487132007379943,-0.2380538,-0.27058512,-0.26617843,-0.08561788,-0.075437084,-0.27304476,-0.27031222,6.762662204404715,0.7339635381498987,-0.26638196609554,-0.3487132007379943,16291,48,9,10,722.6651822989146,0.7607848594489285,-0.0931846217873273,0.2352762211972426,Mal,7186,33,17,16,-0.684906965232642,9.336903983255134,1.0,8,5,True,0.488708604440336
MCM2,-0.3517438073865054,-0.6780047383008112,-0.3517438073865054,-0.07510492,-0.19049378,-0.16316587,-0.07783156,-0.074908525,-0.166408,-0.15283826,0.5133675039281035,0.0830519918973666,-0.2864256078335109,-0.3517438073865054,16291,48,9,10,26.19677150013916,0.1445866963540217,-0.0427305731718412,0.3043562155090481,Mal,7186,33,17,16,-0.6780047383008112,3.2644835114030024,1.0,8,5,True,0.48834820371945525
PTGDS,-0.1506791413509984,-1.5824442609088434,-0.1506791413509984,-0.016048841,-0.08974746,-0.050820842,-0.07187424,-0.083985545,-0.08563037,-0.05458344,0.1801006690872344,0.0193358295991651,-0.2086585301788911,-0.1506791413509984,16291,48,9,10,12.61369329251322,0.0530197606456999,0.8362379542502274,0.4126954283244357,CAF,7186,33,17,16,-1.5824442609088434,2.2831237515868263,1.0,8,5,True,0.48830455913247406
SHCBP1,-0.246365388992253,-0.9669609601198035,-0.246365388992253,-0.08013098,-0.13520665,-0.1520772,-0.092832565,-0.08547187,-0.13280511,-0.15519735,0.2575023019630659,0.0432754281505125,-0.31287999201724,-0.246365388992253,16291,48,9,10,8.966462566100752,0.3935430002783189,0.2201488692861817,0.2205616342925297,Mal,7186,33,17,16,-0.9669609601198035,1.9718588573995495,1.0,8,5,True,0.48808371523770167
C1orf54,-0.3323835451950597,-0.7144843530753513,-0.3323835451950597,-0.07035579,-0.18926609,-0.20154697,-0.0810789,-0.09355122,-0.16851625,-0.19008632,0.3145515928098081,0.0473881284144619,-0.0767158596027635,-0.3323835451950597,16291,48,9,10,4.672696910659616,0.0719454494851099,-0.4983024612318785,0.5107568540082883,Macrophage,7186,33,17,16,-0.7144843530753513,2.0694085844480443,1.0,8,5,True,0.48732211345431886
IFITM3,-0.4931864369117122,-0.48038615251208316,-0.4931864369117122,-0.21342838,-0.23946224,-0.22381096,-0.08251762,-0.08066733,-0.23562664,-0.24433762,2.5132778853966484,0.4273525259345651,-0.4695690997103632,-0.4931864369117122,16291,48,9,10,190.22516003339828,0.6294183133871417,-0.7153058713892078,0.3781573185618606,CAF,7186,33,17,16,-0.48038615251208316,6.250391016843499,1.0,8,5,True,0.48674421917384975
SLC16A3,-0.3113961164476515,-0.760676653770588,-0.3113961164476515,-0.09290165,-0.19274251,-0.3435505,-0.08146696,-0.08516891,-0.17907098,-0.3437999,1.187175127764915,0.2048984101651218,-0.3874082398173751,-0.3113961164476515,16291,48,9,10,11.896047870860006,0.177289173392708,0.3777177773936082,0.4714330796570162,Macrophage,7186,33,17,16,-0.760676653770588,6.067415672715686,1.0,8,5,True,0.48669472552777465
TPI1,-0.4055380316721186,-0.5821282243000567,-0.4055380316721186,-0.23881528,-0.24707964,-0.3605839,-0.08353564,-0.083199196,-0.26210794,-0.37322405,5.960883309155361,0.6407832545577312,-0.3722690830355906,-0.4055380316721186,16291,48,9,10,476.2006679654885,0.7422766490397996,-0.038643617321302,0.2122098206876236,Mal,7186,33,17,16,-0.5821282243000567,8.864390042277888,1.0,8,5,True,0.4858756366226141
MAFB,-0.3504466270083545,-0.6719437577215059,-0.3504466270083545,-0.059187777,-0.1162526,-0.17890625,-0.0806588,-0.08205213,-0.09284903,-0.14727184,0.2700006138494708,0.0501503897857712,-0.3830207989530851,-0.3504466270083545,16291,48,9,10,9.167965488449765,0.0840523239632619,-0.4616242425230186,0.8047369070023314,Macrophage,7186,33,17,16,-0.6719437577215059,1.9578632035782797,1.0,8,5,True,0.48526325168182755
CYP2S1,-0.2111069960944582,-1.1150072972931557,-0.2111069960944582,-0.030484065,-0.12154667,-0.18319589,-0.07528114,-0.08110893,-0.093406595,-0.1694736,0.2069154748404182,0.0345589589343809,-0.2400293808957972,-0.2111069960944582,16291,48,9,10,1.6239910937934874,0.0208739215140551,0.0102187157947144,0.8952312306163883,Macrophage,7186,33,17,16,-1.1150072972931557,0.5297838339272555,0.8461538461538461,8,5,True,0.4851657872881791
C3AR1,-0.6037370497245438,-0.3873114228072234,-0.6037370497245438,-0.062119998,-0.19651926,-0.28390998,-0.08220781,-0.08250081,-0.16627873,-0.26292583,0.602750598189727,0.0811491007304646,-0.4618209305219249,-0.6037370497245438,16291,48,9,10,22.612580016699138,0.0684664625661007,-0.4281810993929311,0.8685588141823746,Macrophage,7186,33,17,16,-0.3873114228072234,3.5724063650608637,1.0,8,5,True,0.4835641174965823
